DateTime,Pressure,Unit,Temperature(℃),Interval (S)
10/04/2023 10:35:54,8363,psi,22.6,1
10/04/2023 10:35:55,8445,psi,22.6,1
10/04/2023 10:35:56,8557,psi,22.6,1
10/04/2023 10:35:57,8667,psi,22.6,1
10/04/2023 10:35:58,8730,psi,22.6,1
10/04/2023 10:35:59,8806,psi,22.6,1
10/04/2023 10:36:00,8918,psi,22.6,1
10/04/2023 10:36:01,9028,psi,22.6,1
10/04/2023 10:36:02,9096,psi,22.6,1
10/04/2023 10:36:03,9168,psi,22.6,1
10/04/2023 10:36:04,9276,psi,22.6,1
10/04/2023 10:36:05,9328,psi,22.7,1
10/04/2023 10:36:06,9365,psi,22.7,1
10/04/2023 10:36:07,9424,psi,22.7,1
10/04/2023 10:36:08,9523,psi,22.7,1
10/04/2023 10:36:09,9559,psi,22.7,1
10/04/2023 10:36:10,9597,psi,22.7,1
10/04/2023 10:36:11,9677,psi,22.7,1
10/04/2023 10:36:12,9722,psi,22.7,1
10/04/2023 10:36:13,9764,psi,22.7,1
10/04/2023 10:36:14,9805,psi,22.7,1
10/04/2023 10:36:15,9897,psi,22.7,1
10/04/2023 10:36:16,9975,psi,22.7,1
10/04/2023 10:36:17,10016,psi,22.7,1
10/04/2023 10:36:18,10056,psi,22.7,1
10/04/2023 10:36:19,10127,psi,22.7,1
10/04/2023 10:36:20,10226,psi,22.7,1
10/04/2023 10:36:21,10268,psi,22.7,1
10/04/2023 10:36:22,10292,psi,22.7,1
10/04/2023 10:36:23,10386,psi,22.7,1
10/04/2023 10:36:24,10448,psi,22.7,1
10/04/2023 10:36:25,10489,psi,22.7,1
10/04/2023 10:36:26,10533,psi,22.7,1
10/04/2023 10:36:27,10634,psi,22.7,1
10/04/2023 10:36:28,10701,psi,22.7,1
10/04/2023 10:36:29,10742,psi,22.7,1
10/04/2023 10:36:30,10784,psi,22.7,1
10/04/2023 10:36:31,10901,psi,22.7,1
10/04/2023 10:36:32,10952,psi,22.7,1
10/04/2023 10:36:33,11008,psi,22.7,1
10/04/2023 10:36:34,11053,psi,22.7,1
10/04/2023 10:36:35,11183,psi,22.7,1
10/04/2023 10:36:36,11229,psi,22.7,1
10/04/2023 10:36:37,11281,psi,22.7,1
10/04/2023 10:36:38,11326,psi,22.7,1
10/04/2023 10:36:39,11454,psi,22.7,1
10/04/2023 10:36:40,11500,psi,22.7,1
10/04/2023 10:36:41,11550,psi,22.7,1
10/04/2023 10:36:42,-2,psi,22.7,1
10/04/2023 10:36:43,-3,psi,22.7,1
10/04/2023 10:36:44,-3,psi,22.7,1
10/04/2023 10:36:45,-3,psi,22.7,1
10/04/2023 10:36:46,-2,psi,22.7,1
10/04/2023 10:36:47,-4,psi,22.7,1
10/04/2023 10:36:48,-4,psi,22.7,1
10/04/2023 10:36:49,-6,psi,22.6,1
10/04/2023 10:36:50,-5,psi,22.6,1
10/04/2023 10:36:51,-6,psi,22.6,1
10/04/2023 10:36:52,-6,psi,22.6,1
10/04/2023 10:36:53,-5,psi,22.6,1
10/04/2023 10:36:54,-5,psi,22.6,1
10/04/2023 10:36:55,-6,psi,22.6,1
10/04/2023 10:36:56,-5,psi,22.6,1
10/04/2023 10:36:57,-7,psi,22.6,1
10/04/2023 10:36:58,-6,psi,22.6,1
10/04/2023 10:36:59,-5,psi,22.6,1
10/04/2023 10:37:00,-5,psi,22.7,1
10/04/2023 10:37:01,-5,psi,22.7,1
10/04/2023 10:37:02,-6,psi,22.7,1
10/04/2023 10:37:03,-5,psi,22.7,1
10/04/2023 10:37:04,-5,psi,22.7,1
